user_id,date,day_of_week,age,gender,weight_kg,height_cm,fitness_level,primary_sport,recovery_score,day_strain,sleep_hours,sleep_efficiency,sleep_performance,light_sleep_hours,rem_sleep_hours,deep_sleep_hours,wake_ups,time_to_fall_asleep_min,hrv,resting_heart_rate,hrv_baseline,rhr_baseline,respiratory_rate,skin_temp_deviation,calories_burned,workout_completed,activity_type,activity_duration_min,activity_strain,avg_heart_rate,max_heart_rate,activity_calories,hr_zone_1_min,hr_zone_2_min,hr_zone_3_min,hr_zone_4_min,hr_zone_5_min,workout_time_of_day
USER_00001,2023-02-08,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,53.7,17.06,6.41,69.9,100.0,3.75,1.52,1.15,1,5.0,92.7,64.3,101,59,15.3,-0.21,4349.0,1,Weight Training,64,13.68,133.3,149.7,701.0,5.9,15.0,17.3,17.8,8.0,Evening
USER_00001,2023-02-09,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,89.1,13.35,6.81,53.7,100.0,4.25,1.48,1.08,1,14.3,102.7,59.3,101,59,14.2,-1.16,3838.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-10,Friday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,11.0,7.43,75.9,100.0,4.22,1.83,1.38,1,5.0,97.6,50.5,101,59,19.8,0.09,3470.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-11,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,6.63,6.42,64.1,100.0,3.81,1.39,1.22,0,5.0,126.3,45.4,101,59,15.5,0.31,3048.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-12,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,54.9,6.35,5.8,67.3,100.0,3.51,1.31,0.99,0,28.3,111.7,62.2,101,59,18.3,-0.13,2532.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-13,Monday,56,Female,53.9,167.2,Beginner,Weight Training,57.2,12.7,6.12,62.2,100.0,3.64,1.5,0.98,1,5.0,118.5,56.3,101,59,18.8,-1.33,3289.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-14,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,48.4,10.26,5.88,75.3,100.0,3.55,1.26,1.07,0,5.0,94.3,60.7,101,59,14.5,-0.04,3345.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-15,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,59.7,15.42,6.39,57.8,100.0,4.04,1.31,1.04,0,14.4,95.2,62.1,101,59,15.3,0.58,3897.0,1,Weight Training,67,11.23,128.5,144.9,602.0,8.4,10.2,21.2,19.7,7.5,Evening
USER_00001,2023-02-16,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,44.5,17.22,6.91,65.4,100.0,4.19,1.39,1.32,2,5.0,91.7,61.2,101,59,17.9,-0.18,4313.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-17,Friday,56,Female,53.9,167.2,Beginner,Weight Training,72.1,12.47,7.36,70.9,100.0,4.38,1.73,1.25,2,7.4,85.7,54.9,101,59,15.6,0.15,3795.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-18,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,65.8,6.94,5.46,88.1,100.0,3.48,1.12,0.86,0,5.0,97.9,53.2,101,59,14.2,0.42,2821.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-19,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,6.37,5.67,84.5,100.0,3.31,1.23,1.12,0,7.1,130.3,52.9,101,59,16.9,0.27,2782.0,1,Weight Training,70,8.85,123.9,140.3,496.0,14.3,22.1,20.2,12.6,0.8,Morning
USER_00001,2023-02-20,Monday,56,Female,53.9,167.2,Beginner,Weight Training,70.2,12.83,5.97,87.7,100.0,3.55,1.4,1.03,0,5.0,90.8,60.3,101,59,17.9,0.31,3411.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-21,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,47.5,12.57,5.82,80.6,100.0,3.33,1.38,1.11,2,5.0,103.0,63.7,101,59,15.1,0.32,3381.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-22,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,67.5,6.81,6.22,57.2,100.0,3.75,1.53,0.94,0,11.3,118.1,55.5,101,59,17.4,0.01,2828.0,1,Weight Training,47,8.29,122.8,139.2,312.0,10.8,13.8,13.4,6.4,2.6,Evening
USER_00001,2023-02-23,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,16.85,7.63,74.9,100.0,4.48,1.81,1.34,1,5.0,95.3,54.1,101,59,11.3,-0.22,4090.0,1,Weight Training,74,14.6,135.1,151.5,864.0,9.3,16.8,22.1,19.7,6.2,Evening
USER_00001,2023-02-24,Friday,56,Female,53.9,167.2,Beginner,Weight Training,62.8,5.98,5.66,67.2,100.0,3.5,1.23,0.93,0,14.7,100.2,55.6,101,59,16.5,0.78,2498.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-25,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,66.0,5.14,5.34,93.1,100.0,3.16,1.11,1.07,0,5.0,122.2,59.8,101,59,12.9,0.04,2468.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-02-26,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,59.2,5.45,7.14,64.3,100.0,4.34,1.68,1.13,0,11.2,114.2,56.4,101,59,13.0,0.77,2977.0,1,Weight Training,53,9.86,125.9,142.3,418.0,13.3,17.7,15.2,6.8,0.0,Afternoon
USER_00001,2023-02-27,Monday,56,Female,53.9,167.2,Beginner,Weight Training,65.7,13.63,6.04,63.7,100.0,3.6,1.5,0.94,1,11.0,93.8,64.8,101,59,17.6,0.55,3871.0,1,Weight Training,60,11.64,129.3,145.7,559.0,6.9,12.6,18.0,18.8,3.8,Evening
USER_00001,2023-02-28,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,76.8,13.77,5.87,71.5,100.0,3.5,1.27,1.1,1,5.0,92.6,58.3,101,59,18.6,0.1,3875.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-01,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,63.9,19.57,6.18,72.5,100.0,3.61,1.53,1.03,0,5.0,87.1,63.0,101,59,15.1,0.1,4950.0,1,Weight Training,62,7.95,122.1,138.5,394.0,13.1,19.2,19.2,9.7,0.7,Evening
USER_00001,2023-03-02,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,66.8,17.18,4.37,77.3,100.0,2.68,0.97,0.72,0,10.3,74.4,60.4,101,59,17.3,0.49,4602.0,1,Weight Training,65,12.62,131.2,147.6,656.0,8.0,13.4,19.7,18.5,5.4,Morning
USER_00001,2023-03-03,Friday,56,Female,53.9,167.2,Beginner,Weight Training,87.5,12.56,5.26,62.2,100.0,3.0,1.28,0.98,1,9.0,90.5,64.2,101,59,13.6,0.08,3652.0,1,Cycling,47,9.03,124.2,140.6,340.0,8.5,14.9,12.6,8.0,3.1,Morning
USER_00001,2023-03-04,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,45.3,4.21,6.25,74.4,100.0,3.78,1.35,1.12,2,5.4,109.1,56.4,101,59,15.8,-0.59,2245.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-05,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,94.9,7.46,6.21,74.7,100.0,3.76,1.47,0.98,2,5.0,105.4,53.2,101,59,15.2,-0.3,2689.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-06,Monday,56,Female,53.9,167.2,Beginner,Weight Training,47.0,12.21,5.11,79.2,100.0,3.14,1.03,0.94,1,5.0,92.8,63.0,101,59,19.0,0.76,3706.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-07,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,66.5,11.52,7.69,67.9,100.0,4.56,1.75,1.38,0,5.0,112.9,63.2,101,59,15.1,0.87,3742.0,1,Weight Training,57,11.05,128.2,144.6,504.0,6.5,11.2,17.1,18.1,4.1,Evening
USER_00001,2023-03-08,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,60.1,10.76,6.03,71.2,100.0,3.65,1.27,1.11,0,5.0,80.8,59.6,101,59,17.3,-0.24,3729.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-09,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,44.4,20.55,7.6,68.9,100.0,4.27,1.85,1.48,1,5.0,56.9,63.1,101,59,17.6,0.09,4989.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-10,Friday,56,Female,53.9,167.2,Beginner,Weight Training,49.3,9.37,6.26,67.1,100.0,3.84,1.41,1.02,0,17.2,107.7,52.0,101,59,16.5,-0.58,3270.0,1,Walking,18,2.15,110.8,127.2,31.0,8.3,7.3,2.3,0.1,0.0,Afternoon
USER_00001,2023-03-11,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,75.0,11.2,6.8,65.1,100.0,4.19,1.51,1.1,2,10.6,109.6,56.1,101,59,15.3,-0.16,3896.0,1,Weight Training,62,7.53,121.3,137.7,373.0,11.4,17.6,17.7,10.7,4.7,Morning
USER_00001,2023-03-12,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,79.6,7.19,7.58,67.9,100.0,4.8,1.52,1.26,0,5.0,114.5,55.1,101,59,12.7,0.21,2461.0,1,HIIT,42,15.21,136.3,152.7,511.0,3.1,4.9,9.5,16.9,7.5,Afternoon
USER_00001,2023-03-13,Monday,56,Female,53.9,167.2,Beginner,Weight Training,62.8,10.74,5.96,72.0,100.0,3.8,1.2,0.97,1,5.0,100.0,56.9,101,59,16.6,0.31,3438.0,1,Weight Training,50,11.6,129.3,145.7,464.0,7.7,11.6,13.3,14.3,3.1,Afternoon
USER_00001,2023-03-14,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,63.3,10.47,6.72,68.6,100.0,3.97,1.64,1.11,1,5.0,108.5,60.8,101,59,13.3,0.55,3078.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-15,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,86.9,11.83,7.8,67.0,100.0,4.77,1.79,1.24,0,5.0,116.1,58.3,101,59,22.3,0.02,3249.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-16,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,72.6,16.4,6.68,79.8,100.0,3.9,1.51,1.28,0,5.0,88.4,56.4,101,59,19.1,-0.05,3978.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-17,Friday,56,Female,53.9,167.2,Beginner,Weight Training,100.0,13.08,6.22,70.6,100.0,3.84,1.43,0.96,0,5.0,97.7,60.2,101,59,13.9,0.03,3828.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-18,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,76.3,4.2,5.34,68.5,100.0,3.15,1.29,0.9,0,5.0,116.2,61.1,101,59,16.8,0.29,2661.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-19,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,75.1,4.04,7.21,61.4,100.0,4.11,1.71,1.39,0,11.8,125.8,55.2,101,59,14.9,0.22,2177.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-20,Monday,56,Female,53.9,167.2,Beginner,Weight Training,66.0,12.23,4.95,71.4,100.0,3.08,1.07,0.8,1,5.0,84.4,60.7,101,59,13.3,0.33,3325.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-21,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,76.4,10.69,6.96,76.8,100.0,4.16,1.66,1.14,0,6.2,113.9,61.8,101,59,12.6,-0.63,3635.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-22,Wednesday,56,Female,53.9,167.2,Beginner,Weight Training,45.1,6.74,6.16,64.0,100.0,3.74,1.31,1.11,0,29.2,108.4,53.8,101,59,15.6,-0.07,2706.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-23,Thursday,56,Female,53.9,167.2,Beginner,Weight Training,84.3,15.33,4.56,83.1,100.0,2.83,0.95,0.78,1,5.0,108.1,57.3,101,59,16.0,0.19,3917.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-24,Friday,56,Female,53.9,167.2,Beginner,Weight Training,65.8,11.7,6.62,58.4,100.0,4.19,1.35,1.08,0,5.0,100.7,58.7,101,59,20.9,-0.15,3474.0,1,Weight Training,45,8.3,122.8,139.2,299.0,8.4,13.3,12.9,8.2,2.1,Evening
USER_00001,2023-03-25,Saturday,56,Female,53.9,167.2,Beginner,Weight Training,44.4,5.77,5.69,74.6,100.0,3.4,1.4,0.89,0,5.0,114.4,59.2,101,59,17.2,-0.25,2619.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-26,Sunday,56,Female,53.9,167.2,Beginner,Weight Training,70.9,8.33,5.99,80.9,100.0,3.6,1.24,1.16,0,5.0,105.4,58.5,101,59,18.8,0.28,3051.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-27,Monday,56,Female,53.9,167.2,Beginner,Weight Training,49.2,0.0,6.41,70.5,100.0,3.93,1.42,1.06,1,5.0,118.7,54.9,101,59,14.4,0.27,1544.0,0,Rest Day,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
USER_00001,2023-03-28,Tuesday,56,Female,53.9,167.2,Beginner,Weight Training,59.4,10.03,5.95,64.4,100.0,3.74,1.23,0.98,1,5.0,101.8,56.2,101,59,16.0,-0.36,2997.0,1,Swimming,58,15.28,136.4,152.8,709.0,2.2,9.4,15.3,19.5,11.6,Evening
